run_name,epoch,global_step,train_loss,learning_rate,dev_accuracy
WANLI_GNLI_PROXY_3way,1,25,0.3483875643461943,7.575757575757576e-05,
WANLI_GNLI_PROXY_3way,1,50,0.3062727881595492,0.00015151515151515152,
WANLI_GNLI_PROXY_3way,1,75,0.28348857603346306,0.00022727272727272727,
WANLI_GNLI_PROXY_3way,1,100,0.2615548493922688,0.00030303030303030303,
WANLI_GNLI_PROXY_3way,1,125,0.2547613447420299,0.0003787878787878788,
WANLI_GNLI_PROXY_3way,1,150,0.2488074010774532,0.00045454545454545455,
WANLI_GNLI_PROXY_3way,1,175,0.24600103966833559,0.0004980776624375241,
WANLI_GNLI_PROXY_3way,1,200,0.24391034037173084,0.0004932718185313342,
WANLI_GNLI_PROXY_3way,1,225,0.24130731115615667,0.0004884659746251441,
WANLI_GNLI_PROXY_3way,1,250,0.24097006955608957,0.0004836601307189543,
WANLI_GNLI_PROXY_3way,1,275,0.23857857059978416,0.0004788542868127643,
WANLI_GNLI_PROXY_3way,1,300,0.23883731622142174,0.0004740484429065744,
WANLI_GNLI_PROXY_3way,1,325,0.236635779896863,0.0004692425990003845,
WANLI_GNLI_PROXY_3way,1,350,0.23371115104837892,0.0004644367550941945,
WANLI_GNLI_PROXY_3way,1,375,0.23137213294078052,0.0004596309111880046,
WANLI_GNLI_PROXY_3way,1,400,0.2315028459479254,0.00045482506728181473,
WANLI_GNLI_PROXY_3way,1,425,0.23020322461477274,0.00045001922337562476,
WANLI_GNLI_PROXY_3way,1,450,0.22917882232564604,0.00044521337946943485,
WANLI_GNLI_PROXY_3way,1,475,0.22788754887734525,0.00044040753556324493,
WANLI_GNLI_PROXY_3way,1,500,0.22535741014323502,0.000435601691657055,
WANLI_GNLI_PROXY_3way,1,525,0.224608255929658,0.00043079584775086504,
WANLI_GNLI_PROXY_3way,1,550,0.2238504157762608,0.0004259900038446751,
WANLI_GNLI_PROXY_3way,1,575,0.22351302090624814,0.0004211841599384852,
WANLI_GNLI_PROXY_3way,1,600,0.2227022699410615,0.00041637831603229524,
WANLI_GNLI_PROXY_3way,1,625,0.2216770259643672,0.0004115724721261054,
WANLI_GNLI_PROXY_3way,1,650,0.2207424879959273,0.00040676662821991546,
WANLI_GNLI_PROXY_3way,1,675,0.22107666851396465,0.0004019607843137255,
WANLI_GNLI_PROXY_3way,1,700,0.21995635862642562,0.0003971549404075356,
WANLI_GNLI_PROXY_3way,1,725,0.21963034324539907,0.00039234909650134566,
WANLI_GNLI_PROXY_3way,1,750,0.21834273717073666,0.00038754325259515574,
WANLI_GNLI_PROXY_3way,1,775,0.21756353570389422,0.00038273740868896577,
WANLI_GNLI_PROXY_3way,1,800,0.21716171763596578,0.00037793156478277586,
WANLI_GNLI_PROXY_3way,1,825,0.21653282152905348,0.00037312572087658594,
WANLI_GNLI_PROXY_3way,1,850,0.2156411747691273,0.00036831987697039597,
WANLI_GNLI_PROXY_3way,1,875,0.21520261825029308,0.0003635140330642061,
WANLI_GNLI_PROXY_3way,1,900,0.21483138217099446,0.0003587081891580162,
WANLI_GNLI_PROXY_3way,1,925,0.2137972052453259,0.0003539023452518262,
WANLI_GNLI_PROXY_3way,1,950,0.21397428154010534,0.0003490965013456363,
WANLI_GNLI_PROXY_3way,1,975,0.2134135087317734,0.0003442906574394464,
WANLI_GNLI_PROXY_3way,1,1000,0.2128725145838257,0.0003394848135332564,
WANLI_GNLI_PROXY_3way,1,1025,0.21283295461060112,0.0003346789696270665,
WANLI_GNLI_PROXY_3way,1,1050,0.21249405121499834,0.0003298731257208766,
